1,66
1,10
2,29
3,230
4,66
5,95
5,41
6,66
7,66
8,221
9,66
10,107
10,10
11,181
12,239
13,47
14,95
15,73
16,54
17,66
18,66
19,66
19,29
20,73
21,66
22,19
23,66
24,66
24,29
25,198
26,29
27,19
28,29
29,29
30,61
31,66
32,66
33,66
34,19
35,19
36,10
36,66
37,66
38,19
39,29
40,19
41,42
42,73
43,73
44,66
45,44
46,54
47,239
48,66
49,61
50,61
51,73
52,73
53,61
54,29
55,61
56,61
57,61
58,73
59,54
60,176
61,54
62,12
63,54
64,54
65,163
66,66
67,134
68,29
69,226
70,29
71,10
72,107
73,53
